Year,Location,Population,Total Suicides (18 to 24),Total Suicides (25 to 34),Total Suicides (35 to 44),Total Suicides (45 to 54),Total Suicides (55+),Suicides per 100k (18 to 24),Suicides per 100k (25 to 34),Suicides per 100k (35 to 44),Suicides per 100k (45 to 54),Suicides per 100k (55+)
2000,CT,3411777.0,25.0,43.0,74.0,78.0,84.0,0.7327559802413816,1.2603402860151762,2.1689577015144894,2.2861986583531104,2.462060093611042
2000,DE,786373.0,,12.0,22.0,,24.0,,1.5259933899052993,2.7976545481597155,,3.0519867798105986
2000,FL,16047515.0,158.0,253.0,435.0,457.0,783.0,0.9845761166136937,1.5765680854636994,2.7107000678921316,2.8477929448889747,4.879260122205837
2000,GA,8227303.0,113.0,142.0,172.0,190.0,230.0,1.3734756092002447,1.7259605000569447,2.090600042322496,2.309383767681827,2.795569824035896
2000,HI,1213519.0,18.0,26.0,31.0,28.0,34.0,1.483289507622048,2.1425292887874026,2.5545541520157493,2.307339234078741,2.801769069952757
2000,ID,1299430.0,26.0,28.0,28.0,34.0,51.0,2.0008773077426256,2.154790946799751,2.154790946799751,2.6165318639711255,3.924797795956689
2000,IL,12434161.0,123.0,171.0,224.0,198.0,287.0,0.9892102892989725,1.3752435729278396,1.801488656934714,1.5923872949690774,2.3081573416976022
2000,IN,6091866.0,82.0,122.0,164.0,148.0,167.0,1.346057185105516,2.0026704461325973,2.692114370211032,2.4294690658002,2.7413603647880636
2000,IA,2929067.0,34.0,51.0,66.0,65.0,73.0,1.1607791832689385,1.7411687749034077,2.2532772381102926,2.2191366738965,2.4922611876068386
2000,KS,2693681.0,40.0,58.0,68.0,75.0,84.0,1.4849568304487428,2.1531874041506773,2.524426611762863,2.784294057091393,3.1184093439423597
2000,KY,4049021.0,59.0,95.0,124.0,103.0,140.0,1.4571423561399164,2.3462461666659666,3.062468680700841,2.5438247912273115,3.4576259298235303
2000,LA,4471885.0,65.0,94.0,94.0,91.0,124.0,1.4535257503267638,2.1020218543187044,2.1020218543187044,2.0349360504574694,2.7728798929310567
2000,ME,1277072.0,20.0,21.0,42.0,34.0,37.0,1.566082413520929,1.6443865341969757,3.2887730683939513,2.6623401029855795,2.8972524650137186
2000,MD,5311034.0,57.0,78.0,87.0,119.0,133.0,1.0732373394709958,1.468640569802415,1.638099097087309,2.240618305211377,2.5042204587656562
2000,MA,6361104.0,42.0,72.0,96.0,95.0,82.0,0.660262746843944,1.1318789945896184,1.5091719927861578,1.4934514511946353,1.2890844105048431
2000,MI,9952450.0,99.0,160.0,223.0,222.0,270.0,0.9947299408688313,1.6076443488789194,2.240654311249994,2.2306065340695005,2.7128998387331764
2000,MN,4933692.0,55.0,81.0,108.0,103.0,93.0,1.1147838170684348,1.6417725305916948,2.1890300407889263,2.0876860574190688,1.8849980906793533
2000,MS,2848353.0,38.0,53.0,68.0,64.0,71.0,1.3341043051897008,1.8607244256593196,2.387344546128938,2.2469125140037067,2.4926685702228624
2000,MO,5607285.0,76.0,114.0,183.0,141.0,185.0,1.3553796534329894,2.033069480149484,3.263611533924172,2.514585935974362,3.2992794195408295
2000,MT,903773.0,16.0,26.0,35.0,34.0,47.0,1.7703560517961923,2.8768285841688126,3.87265386330417,3.762006610066908,5.200420902151314
2000,NE,1713820.0,30.0,26.0,37.0,50.0,50.0,1.7504755458566246,1.5170788064090743,2.158919839889837,2.917459243094374,2.917459243094374
2000,NV,2018741.0,34.0,69.0,82.0,105.0,110.0,1.6842180349039328,3.4179718943638635,4.061937613591837,5.201261578379793,5.448940701159782
2000,NH,1239882.0,,16.0,46.0,,34.0,,1.290445381092717,3.710030470641561,,2.742196434822023
2000,NJ,8430621.0,45.0,78.0,128.0,139.0,170.0,0.5337685088678521,0.9251987487042769,1.518274869668557,1.6487516162806988,2.0164588112785524
2000,NM,1821204.0,50.0,62.0,64.0,71.0,80.0,2.745436535390873,3.4043413038846833,3.514158765300318,3.8985198802550403,4.392698456625397
2000,NY,19001780.0,149.0,192.0,239.0,231.0,321.0,0.7841370650539055,1.01043165429765,1.257776903005929,1.2156755840768603,1.6893154220288835
2000,NC,8081614.0,96.0,181.0,235.0,210.0,249.0,1.1878815296053487,2.2396516339434176,2.9078349943464263,2.5984908460117,3.0810677174138728
2000,ND,642023.0,11.0,12.0,14.0,13.0,18.0,1.7133342574954482,1.8690919172677614,2.1806072368123885,2.024849577040075,2.803637875901642
2000,OH,11363543.0,115.0,161.0,258.0,242.0,312.0,1.0120083146603134,1.4168116405244384,2.270418653759659,2.129617496937355,2.745622558034937
2000,OK,3454365.0,59.0,98.0,125.0,104.0,111.0,1.7079839565303607,2.8369903006775488,3.6186100773948326,3.0106835843925004,3.213325748726611
2000,OR,3429708.0,62.0,65.0,88.0,119.0,159.0,1.8077340694892976,1.895205072851683,2.5658160986299707,3.4696831333746196,4.635963178206425
2000,PA,12284173.0,130.0,206.0,317.0,308.0,395.0,1.0582722988352575,1.6769545658466387,2.580556297929051,2.507291292625071,3.2155196772302053
2000,RI,1050268.0,12.0,12.0,16.0,19.0,16.0,1.1425655166109983,1.1425655166109983,1.5234206888146644,1.809062067967414,1.5234206888146644
2000,SC,4024223.0,42.0,69.0,93.0,108.0,131.0,1.0436797364360773,1.71461670985927,2.3110051306798853,2.6837478936927703,3.2552867969791937
2000,SD,755844.0,13.0,24.0,14.0,23.0,21.0,1.7199316261027409,3.1752583866512136,1.8522340588798747,3.04295595387408,2.778351088319812
2000,TN,5703719.0,76.0,120.0,179.0,149.0,206.0,1.3324639590414604,2.1038904616444114,3.1383032719529136,2.6123306565418107,3.611678625822906
2000,TX,20944499.0,260.0,368.0,439.0,504.0,482.0,1.2413760768400333,1.7570246010658932,2.0960157605106717,2.40635977972068,2.301320265526523
2000,UT,2244502.0,50.0,48.0,78.0,69.0,53.0,2.2276656469898444,2.1385590211102508,3.475158409304157,3.0741785928459855,2.3613255858092352
2000,VT,609618.0,,12.0,14.0,,21.0,,1.9684458136078657,2.2965201158758433,,3.4447801738137653
2000,VA,7105817.0,62.0,110.0,196.0,164.0,236.0,0.8725245809172963,1.5480274822726225,2.758303513867582,2.3079682462973645,3.3212225983303534
2000,WA,5910512.0,68.0,118.0,170.0,161.0,210.0,1.1504925461618216,1.996442947751396,2.876231365404554,2.7239602931184304,3.5529916866762137
2000,WV,1807021.0,23.0,32.0,64.0,62.0,64.0,1.2728130995710618,1.7708703994032169,3.5417407988064338,3.4310613988437324,3.5417407988064338
2000,WI,5373999.0,76.0,97.0,149.0,136.0,132.0,1.414216861595992,1.8049873101948846,2.772609373392142,2.530703857592828,2.456271391193039
2000,WY,494300.0,,11.0,20.0,,21.0,,2.2253692089823995,4.046125834513454,,4.248432126239126
2001,AL,4467634.0,52.0,93.0,102.0,109.0,156.0,1.1639270361000924,2.08163873764055,2.2830876477347966,2.439770133363655,3.4917811083002768
2001,AK,633714.0,16.0,16.0,21.0,34.0,15.0,2.524798252839609,2.524798252839609,3.313797706851987,5.365196287284169,2.3669983620371333
2001,AZ,5273477.0,84.0,131.0,144.0,188.0,220.0,1.5928769576505217,2.484129541097837,2.73064621311518,3.5650103337892625,4.1718206033704135
2001,AR,2691571.0,37.0,84.0,84.0,73.0,104.0,1.3746618610469499,3.1208539548092915,3.1208539548092915,2.712170698822361,3.8639144202400755
2001,CA,34479458.0,260.0,486.0,544.0,604.0,937.0,0.7540721782807607,1.409534917863268,1.577751019172053,1.7517676756983824,2.717560119419511
2001,CO,4425687.0,77.0,127.0,151.0,184.0,183.0,1.7398428763715104,2.869610977911452,3.4118996666506236,4.157546613666986,4.134951251636187
2001,CT,3432835.0,24.0,44.0,60.0,74.0,81.0,0.6991306019660135,1.2817394369376915,1.7478265049150337,2.1556526893952084,2.3595657816352955
2001,DE,795699.0,11.0,20.0,25.0,25.0,27.0,1.3824323016618092,2.5135132757487444,3.1418915946859305,3.1418915946859305,3.3932429222608045
2001,FL,16356966.0,162.0,321.0,447.0,533.0,851.0,0.9904037215703694,1.9624666334820284,2.732780639147871,3.258550516030907,5.202676339854225
2001,GA,8377038.0,116.0,167.0,214.0,197.0,241.0,1.3847376602565251,1.9935447350244802,2.5546022353008304,2.351666543711512,2.8769118631191595
2001,HI,1225948.0,17.0,19.0,28.0,37.0,35.0,1.3866819799861005,1.5498210364550538,2.283946790565342,3.0180725446756305,2.8549334882066777
2001,ID,1319962.0,34.0,37.0,37.0,36.0,66.0,2.5758317284891534,2.803110998649961,2.803110998649961,2.727351241929692,5.000143943537768
2001,IL,12488445.0,127.0,189.0,247.0,247.0,329.0,1.0169400593909008,1.5133989860226795,1.9778283044846658,1.9778283044846658,2.6344352719654047
2001,IN,6127760.0,75.0,111.0,156.0,187.0,186.0,1.2239382743449483,1.8114286460305233,2.5457916106374925,3.0516860973667375,3.0353669203754716
2001,IA,2931997.0,45.0,39.0,58.0,81.0,81.0,1.534790110631082,1.3301514292136043,1.97817392036895,2.762622199135947,2.762622199135947
2001,KS,2702162.0,47.0,52.0,72.0,55.0,67.0,1.7393479739556694,1.924384992461592,2.664533066485281,2.0354072035651454,2.4794960479793584
2001,KY,4068132.0,48.0,86.0,118.0,116.0,127.0,1.1799027170209817,2.1139923679959254,2.9005941793432464,2.8514315661340386,3.1218259387846805
2001,LA,4477875.0,55.0,84.0,105.0,107.0,142.0,1.2282611729894202,1.8758897914747508,2.3448622393434384,2.389526281997599,3.171147028445412
2001,ME,1285692.0,19.0,23.0,27.0,35.0,57.0,1.4778033930365904,1.7889198968337674,2.100036400630944,2.722269408225298,4.433410179109771
2001,MD,5374691.0,54.0,69.0,105.0,105.0,121.0,1.0047089218710432,1.2837947335018889,1.9536006814159175,1.9536006814159175,2.2512922138221527
2001,MA,6397634.0,48.0,72.0,101.0,102.0,103.0,0.7502773681645434,1.125416052246815,1.5787086288462266,1.5943394073496544,1.6099701858530826
2001,MI,9991120.0,103.0,188.0,242.0,241.0,277.0,1.0309154529221949,1.8816709237803169,2.4221508699725356,2.412141982080087,2.772461946208233
2001,MN,4982796.0,60.0,77.0,103.0,128.0,112.0,1.2041432159775354,1.5453171271711708,2.067112520761436,2.568838860752076,2.247734003158066
2001,MS,2852994.0,41.0,62.0,71.0,67.0,87.0,1.43708679373318,2.173155639303833,2.48861371597697,2.348410126344465,3.0494280745069915
2001,MO,5641142.0,95.0,110.0,167.0,160.0,193.0,1.6840561716049693,1.9499597776478592,2.9603934806108407,2.836305131124159,3.4212930644185167
2001,MT,906961.0,14.0,28.0,43.0,34.0,56.0,1.5436165391896672,3.0872330783793345,4.7411079417968365,3.7487830237463355,6.174466156758669
2001,NE,1719836.0,22.0,32.0,42.0,41.0,50.0,1.2791917368865404,1.8606425263804225,2.4420933158743043,2.3839482369249163,2.90725394746941
2001,NV,2098399.0,32.0,49.0,84.0,93.0,129.0,1.524972133517029,2.3351135794479507,4.003051850482201,4.431950263033865,6.147543913240523
2001,NH,1255517.0,22.0,33.0,39.0,39.0,34.0,1.7522661979089091,2.628399296863364,3.106290078111248,3.106290078111248,2.708047760404678
2001,NJ,8492671.0,59.0,100.0,143.0,121.0,165.0,0.6947166562792789,1.1774858581004728,1.683804777083676,1.4247578883015721,1.94285166586578
2001,NM,1831690.0,32.0,55.0,92.0,84.0,99.0,1.7470205111126882,3.002691503474933,5.022683969448979,4.585928841670807,5.404844706254879
2001,NY,19082838.0,131.0,197.0,281.0,281.0,363.0,0.6864807006169628,1.0323412062713104,1.4725273043768439,1.4725273043768439,1.902232781098912
2001,NC,8210122.0,116.0,152.0,221.0,225.0,283.0,1.4128900886003886,1.8513732195453367,2.6917992205231545,2.7405195684059263,3.446964612706121
2001,ND,639062.0,,15.0,23.0,,20.0,,2.3471901004910323,3.5990248207529163,,3.1295868006547094
2001,OH,11387404.0,133.0,194.0,269.0,275.0,348.0,1.1679571568726288,1.7036367551375187,2.3622592120205796,2.414949008571225,3.0560081999374047
2001,OK,3467100.0,55.0,88.0,114.0,117.0,141.0,1.5863401690173342,2.538144270427735,3.28805053214502,3.3745781777277837,4.066799342389894
2001,OR,3467937.0,37.0,87.0,117.0,120.0,144.0,1.066916728879446,2.508696092230049,3.3737637102404108,3.4602704720414468,4.152324566449737
2001,PA,12298970.0,122.0,225.0,275.0,311.0,343.0,0.991952984680831,1.829421488140877,2.2359595966166275,2.5286670347191675,2.788851424143648
2001,RI,1057142.0,13.0,18.0,19.0,23.0,15.0,1.2297307268086974,1.7027040832735811,1.7972987545665577,2.1756774397384646,1.4189200693946509
2001,SC,4064995.0,49.0,91.0,104.0,102.0,121.0,1.2054135367940182,2.238625139760319,2.558428731154651,2.509228178632446,2.976633427593392
2001,SD,757972.0,19.0,18.0,20.0,27.0,21.0,2.506688901436992,2.3747579066245192,2.6386198962494656,3.562136859936779,2.770550891061939
2001,TN,5750789.0,72.0,133.0,158.0,136.0,212.0,1.2520021165791337,2.312726132014233,2.747449089159766,2.364892886871697,3.686450676594116
2001,TX,21319622.0,264.0,383.0,485.0,520.0,573.0,1.2382958759775384,1.7964671231037772,2.2748996206405536,2.439067634501212,2.6876649126330663
2001,UT,2283715.0,48.0,63.0,78.0,77.0,55.0,2.101838451820827,2.7586629680148356,3.415487484208844,3.371699183129243,2.408356559378031
2001,VT,612223.0,11.0,10.0,11.0,18.0,22.0,1.7967309297429204,1.6333917543117458,1.7967309297429204,2.940105157761143,3.5934618594858407
2001,VA,7198362.0,84.0,117.0,198.0,179.0,219.0,1.166932143729365,1.6253697716230442,2.750625767362075,2.486676830089957,3.0423588032944164
2001,WA,5985722.0,73.0,121.0,138.0,176.0,204.0,1.219568833968567,2.021477108358858,2.305486288872086,2.9403303394310663,3.408110166158736
2001,WV,1801481.0,17.0,42.0,60.0,61.0,106.0,0.9436680153717968,2.33141509680091,3.3305929954298716,3.3861028786870353,5.88404762525944
2001,WI,5406835.0,68.0,90.0,166.0,148.0,167.0,1.2576673784200922,1.6645597655560045,3.0701880120255196,2.737276058914319,3.088683120531697
2001,WY,494657.0,11.0,12.0,19.0,28.0,13.0,2.2237631328375014,2.425923417640911,3.8410454112647754,5.660487974495458,2.62808370244432
2002,AL,4480089.0,51.0,78.0,116.0,110.0,159.0,1.1383702421983135,1.7410368410091852,2.589234276372635,2.455308365525774,3.5490366374418008
2002,AK,642337.0,24.0,24.0,31.0,35.0,18.0,3.736356460860888,3.736356460860888,4.826127095278647,5.4488531720887945,2.802267345645666
2002,AZ,5396255.0,115.0,157.0,153.0,193.0,268.0,2.1311075922097826,2.9094251476255293,2.8352996661573626,3.576554480839026,4.966407258367145
2002,AR,2705927.0,45.0,64.0,85.0,85.0,98.0,1.6630160384962345,2.3651783658613112,3.141252517159554,3.141252517159554,3.6216793727251324
2002,CA,34871843.0,268.0,505.0,645.0,,,0.7685283510825626,1.4481597660324406,1.849629800180048,,
2002,CO,4490406.0,84.0,122.0,172.0,184.0,165.0,1.8706549029196915,2.7169035494785994,3.8303886107403207,4.097625025443134,3.6745007021636793
2002,CT,3458749.0,20.0,41.0,51.0,74.0,74.0,0.5782437522930979,1.1853996922008507,1.4745215683473996,2.139501883484462,2.139501883484462
2002,DE,806169.0,,10.0,18.0,,17.0,,1.2404346979355445,2.23278245628398,,2.1087389864904256
2002,FL,16689370.0,164.0,278.0,484.0,568.0,844.0,0.9826614186155619,1.6657309413117452,2.900049552499585,3.403363937644141,5.057111203119112
2002,GA,8508256.0,86.0,155.0,205.0,184.0,279.0,1.010782938360106,1.8217599470443766,2.4094244460909495,2.162605356491389,3.2791679046798783
2002,HI,1239613.0,10.0,21.0,25.0,32.0,32.0,0.8067033824266122,1.6940771030958857,2.01675845606653,2.581450823765159,2.581450823765159
2002,ID,1340372.0,24.0,29.0,39.0,53.0,57.0,1.7905476986985702,2.1635784692607722,2.9096400103851767,3.9541261679593425,4.252550784409104
2002,IL,12525556.0,135.0,194.0,243.0,254.0,319.0,1.0777964666798026,1.5488334410065312,1.9400336400236444,2.027854092864221,2.5467931323767186
2002,IN,6155967.0,84.0,129.0,167.0,174.0,189.0,1.3645297318845278,2.095527802536953,2.7128150621990015,2.8265258731893788,3.0701918967401873
2002,IA,2934234.0,44.0,59.0,64.0,69.0,78.0,1.4995395731901409,2.010746245868598,2.1811484700947505,2.3515506943209026,2.658274697927977
2002,KS,2713535.0,54.0,45.0,73.0,81.0,92.0,1.9900240829766338,1.6583534024805282,2.6902177418017454,2.985036124464951,3.3904114006268578
2002,KY,4089875.0,63.0,94.0,118.0,126.0,139.0,1.5403893762034293,2.298358751795593,2.885173752254042,3.0807787524068586,3.398636877655185
2002,LA,4497267.0,79.0,88.0,103.0,95.0,134.0,1.7566224108997754,1.9567439513820282,2.2902798521857832,2.1123940384237807,2.9795873805135433
2002,ME,1295960.0,15.0,34.0,37.0,32.0,48.0,1.1574431309608322,2.6235377635112194,2.855026389703386,2.469212012716442,3.703818019074663
2002,MD,5440389.0,62.0,65.0,102.0,103.0,145.0,1.139624390829406,1.1947675065146997,1.87486593329999,1.8932469718617548,2.6652505914558686
2002,MA,6417206.0,49.0,72.0,105.0,92.0,118.0,0.7635721839068279,1.1219836171692166,1.6362261083717742,1.4336457330495544,1.838806483693994
2002,MI,10015710.0,108.0,181.0,260.0,274.0,283.0,1.0783059813033724,1.8071609501473185,2.595921806841452,2.7357022118252226,2.8255610436005036
2002,MN,5018935.0,70.0,81.0,99.0,125.0,122.0,1.3947182021683882,1.613888205366278,1.9725300287810066,2.4905682181578364,2.4307945809220484
2002,MS,2858681.0,49.0,62.0,74.0,80.0,78.0,1.7140772265251003,2.168832409072576,2.588606423731784,2.798493431061388,2.728531095284853
2002,MO,5674825.0,70.0,93.0,167.0,171.0,192.0,1.2335182142180596,1.6388170560325648,2.9428220253487996,3.013308780446974,3.383364244712392
2002,MT,911667.0,19.0,31.0,33.0,44.0,57.0,2.0840943019764895,3.400364387435325,3.619742735011797,4.826323646682396,6.2522829059294684
2002,NE,1728292.0,17.0,34.0,49.0,50.0,51.0,0.9836300810279744,1.967260162055949,2.8351690570806323,2.8930296500822776,2.9508902430839234
2002,NV,2173791.0,34.0,60.0,86.0,96.0,147.0,1.564087807889535,2.7601549550991793,3.9562221023088235,4.416247928158686,6.7623796399929885
2002,NH,1269089.0,18.0,19.0,27.0,31.0,37.0,1.4183402424889033,1.4971369226271758,2.1275103637333554,2.442697084286445,2.9154771651160796
2002,NJ,8552643.0,44.0,97.0,95.0,129.0,188.0,0.5144608514584322,1.134152331624271,1.1107677474670694,1.5083056781394943,2.1981509107769375
2002,NM,1855309.0,42.0,57.0,80.0,87.0,83.0,2.2637738511482453,3.072264512272619,4.311950192663324,4.6892458345213655,4.473648324888199
2002,NY,19137800.0,156.0,191.0,274.0,277.0,330.0,0.8151407162787782,0.9980248513413246,1.4317215144896487,1.4473972974950098,1.724336130589723
2002,NC,8326201.0,76.0,163.0,230.0,197.0,320.0,0.9127812312001596,1.9576755353371844,2.762364252316272,2.366025033505677,3.843289394526988
2002,ND,638168.0,10.0,17.0,17.0,21.0,26.0,1.5669854959822491,2.6638753431698237,2.6638753431698237,3.290669541562723,4.074162289553848
2002,OH,11407889.0,127.0,205.0,276.0,292.0,387.0,1.1132646890235345,1.797002057085233,2.41937837929524,2.5596321983848194,3.3923892492291956
2002,OK,3489080.0,63.0,80.0,104.0,123.0,131.0,1.8056335767594895,2.2928680339803043,2.9807284441743955,3.525284602244718,3.7545714056427486
2002,OR,3513424.0,49.0,73.0,105.0,138.0,153.0,1.3946509160294915,2.0777452422480183,2.988537677206053,3.927792375756527,4.354726329643106
2002,PA,12331031.0,150.0,198.0,327.0,315.0,351.0,1.2164432965905285,1.6057051514994973,2.651846386567352,2.5545309228401094,2.8464773140218362
2002,RI,1065995.0,,15.0,22.0,,21.0,,1.4071360559852533,2.0637995487783716,,1.9699904783793545
2002,SC,4107795.0,42.0,72.0,115.0,83.0,128.0,1.0224463489536357,1.7527651696348039,2.799555479277812,2.0205487372178994,3.1160269682396518
2002,SD,760020.0,12.0,15.0,17.0,27.0,23.0,1.5789058182679403,1.9736322728349256,2.236783242546249,3.552538091102866,3.026236151680219
2002,TN,5795918.0,56.0,155.0,178.0,165.0,224.0,0.9661972443364452,2.6742959441455176,3.071126955212272,2.8468311663484545,3.8647889773457806
2002,TX,21690325.0,247.0,403.0,530.0,539.0,592.0,1.1387565654272123,1.8579712383286096,2.443485747677824,2.484978901883674,2.7293274766514566
2002,UT,2324815.0,39.0,76.0,83.0,82.0,60.0,1.6775528375376103,3.2690773244322666,3.570176551682607,3.52716237636113,2.5808505192886315
2002,VT,615442.0,10.0,10.0,14.0,28.0,30.0,1.6248484828789715,1.6248484828789715,2.2747878760305604,4.549575752061121,4.874545448636915
2002,VA,7286873.0,68.0,122.0,169.0,181.0,259.0,0.9331849203355129,1.674243533543126,2.319238993186789,2.483918685010704,3.5543366818661446
2002,WA,6052349.0,76.0,112.0,177.0,207.0,239.0,1.255710799228531,1.8505211778104667,2.9244843613611837,3.42015967684613,3.9488800133634063
2002,WV,1805414.0,44.0,37.0,59.0,63.0,73.0,2.437114146672176,2.0493914415197843,3.2679485148558727,3.489504346371525,4.043393925160656
2002,WI,5445162.0,86.0,97.0,127.0,157.0,160.0,1.5793836804120793,1.7813978720926946,2.3323456675852805,2.8832934630778664,2.938388242627125
2002,WY,500017.0,22.0,19.0,14.0,25.0,25.0,4.399850405086227,3.7998708043926506,2.7999048032366898,4.9998300057798035,4.9998300057798035
2003,AL,4503491.0,56.0,90.0,96.0,119.0,160.0,1.2434797804636448,1.9984496471737148,2.131679623651962,2.6423945334852452,3.5527993727532707
2003,AK,648414.0,25.0,26.0,16.0,31.0,26.0,3.8555614160089076,4.0097838726492645,2.467559306245701,4.780896155851045,4.0097838726492645
2003,AZ,5510364.0,109.0,140.0,187.0,172.0,232.0,1.978090739559129,2.5406670049383306,3.393605213739056,3.1213908917813775,4.2102481796120905
2003,AR,2724816.0,36.0,59.0,66.0,94.0,119.0,1.321190128067363,2.1652838209992895,2.4221819014568324,3.4497742232870032,4.367267367778227
2003,CA,35253159.0,327.0,547.0,683.0,,,0.9275764478298243,1.551633996828483,1.9374150271185626,,
2003,CO,4528732.0,70.0,114.0,172.0,181.0,191.0,1.5456865188754823,2.5172609021686423,3.797972589236899,3.9967037130923178,4.217516072931673
2003,CT,3484336.0,20.0,41.0,61.0,67.0,83.0,0.5739974560432748,1.1766947848887135,1.7506922409319883,1.9228914777449706,2.3820894425795904
2003,DE,818003.0,,,19.0,,22.0,,,2.3227298677388712,,2.689476688960798
2003,FL,17004085.0,170.0,303.0,480.0,494.0,850.0,0.9997597636097445,1.7819247551397208,2.8228510972510428,2.9051842542541984,4.998798818048722
2003,GA,8622793.0,108.0,154.0,181.0,227.0,302.0,1.2524944063947727,1.785964246155509,2.0990878477542023,2.6325576875149386,3.5023454697335303
2003,HI,1251154.0,12.0,26.0,21.0,33.0,39.0,0.9591145454516391,2.0780815151452177,1.6784504545403685,2.637564999992007,3.117122272717827
2003,ID,1363380.0,28.0,34.0,46.0,47.0,62.0,2.0537194325866595,2.493802168140944,3.3739676392495124,3.4473147618418927,4.547521600727603
2003,IL,12556006.0,98.0,178.0,231.0,242.0,262.0,0.7805029720438171,1.4176482553448924,1.8397570055318546,1.9273644819857523,2.0866508028110213
2003,IN,6196638.0,68.0,158.0,160.0,181.0,169.0,1.0973692508744257,2.5497697299729305,2.5820452961751195,2.920938741298104,2.72728534408497
2003,IA,2941999.0,44.0,43.0,77.0,100.0,88.0,1.495581745609023,1.4615912513906362,2.6172680548157903,3.399049421838689,2.991163491218046
2003,KS,2723004.0,35.0,50.0,68.0,99.0,95.0,1.2853451555708328,1.8362073651011896,2.497242016537618,3.635690582900356,3.4887939936922607
2003,KY,4117170.0,66.0,108.0,116.0,117.0,160.0,1.6030428668235706,2.6231610548022064,2.8174692810838513,2.841757809369057,3.8861645256328985
2003,LA,4521042.0,68.0,78.0,105.0,91.0,119.0,1.50407804218585,1.725265989566122,2.3224734474928566,2.0128103211604755,2.6321365738252376
2003,ME,1306513.0,,21.0,23.0,,48.0,,1.6073318826525262,1.7604111095718145,,3.6739014460629167
2003,MD,5496269.0,67.0,72.0,90.0,117.0,145.0,1.2190087493898134,1.309979551583083,1.6374744394788536,2.1287167713225097,2.63815326360482
2003,MA,6422565.0,37.0,76.0,108.0,104.0,108.0,0.5760938192139745,1.1833278448719475,1.6815711479759254,1.6192907350879282,1.6815711479759254
2003,MI,10041152.0,101.0,203.0,223.0,250.0,252.0,1.005860682120936,2.0216803808965347,2.220860713989789,2.489754163665683,2.5096721969750084
2003,MN,5053572.0,65.0,83.0,119.0,118.0,112.0,1.2862189358339013,1.6424026411417507,2.35477005175745,2.334982068129236,2.2162541663599526
2003,MS,2868312.0,33.0,72.0,58.0,67.0,106.0,1.1505024557997876,2.5101871762904455,2.022095225345081,2.3358686223813865,3.695553342872045
2003,MO,5709403.0,74.0,87.0,162.0,162.0,194.0,1.2961074914487556,1.523802050757321,2.8374245083067358,2.8374245083067358,3.397903423527819
2003,MT,919630.0,23.0,32.0,34.0,44.0,47.0,2.5010058393049377,3.479660298163392,3.697139066798604,4.784532909974663,5.1107510629274815
2003,NE,1738643.0,23.0,37.0,35.0,34.0,47.0,1.3228707676043905,2.12809645223315,2.013064211571898,1.9555480912412724,2.703257655539406
2003,NV,2248850.0,48.0,61.0,82.0,88.0,155.0,2.1344242612891033,2.712497498721569,3.646308113035551,3.9131111456966896,6.892411677079395
2003,NH,1279840.0,17.0,25.0,30.0,40.0,46.0,1.3282910363795475,1.9533691711463932,2.344043005375672,3.1253906738342296,3.594199274909364
2003,NJ,8601402.0,52.0,90.0,114.0,136.0,196.0,0.6045526066564497,1.046341049982317,1.3253653299776014,1.5811375866399455,2.2786982866281567
2003,NM,1877574.0,36.0,70.0,61.0,81.0,95.0,1.9173678374327725,3.728215239452613,3.24887328009442,4.314077634223738,5.05972068211426
2003,NY,19175939.0,131.0,174.0,227.0,249.0,388.0,0.6831477717988153,0.9073871167404111,1.1837751465521453,1.2985022532664503,2.0233689729613764
2003,NC,8422501.0,119.0,147.0,205.0,229.0,255.0,1.4128819931276946,1.745324815040093,2.4339563747157764,2.7189073649264035,3.0276042709879167
2003,ND,638817.0,18.0,10.0,16.0,22.0,15.0,2.817708357792607,1.5653935321070038,2.5046296513712067,3.443865770635409,2.348090298160506
2003,OH,11434788.0,106.0,194.0,224.0,256.0,294.0,0.9269957606559912,1.6965771468609647,1.9589344376126605,2.2387822144144693,2.571101449366617
2003,OK,3504892.0,51.0,88.0,97.0,114.0,126.0,1.455109030463706,2.5107763662903166,2.7675603128427353,3.2525966563306374,3.594975251733862
2003,OR,3547376.0,55.0,71.0,115.0,142.0,209.0,1.55044179134098,2.001479403367447,3.2418328364402305,4.002958806734894,5.891678807095723
2003,PA,12374658.0,138.0,184.0,292.0,344.0,382.0,1.1151823347360388,1.4869097796480517,2.359661172050169,2.779874805428966,3.086953999051933
2003,RI,1071342.0,,,27.0,,16.0,,,2.520203632453502,,1.4934540044168902
2003,SC,4150297.0,37.0,77.0,113.0,98.0,151.0,0.8915024635586322,1.8552889106490453,2.722696713030417,2.361276795371512,3.6382938377663097
2003,SD,763729.0,18.0,17.0,24.0,24.0,19.0,2.356856947948814,2.225920450840547,3.1424759305984193,3.1424759305984193,2.4877934450570818
2003,TN,5847812.0,69.0,144.0,168.0,174.0,207.0,1.1799284929132468,2.4624594634711237,2.8728693740496447,2.975471851694275,3.5397854787397405
2003,TX,22030931.0,281.0,374.0,506.0,620.0,582.0,1.2754794611267222,1.697613232958698,2.2967708445911796,2.8142251455465046,2.641740378561396
2003,UT,2360137.0,63.0,65.0,62.0,73.0,73.0,2.6693365681737964,2.754077411607885,2.6269661464567524,3.093040785344241,3.093040785344241
