Year,Location,Population,Total Suicides (18 to 24),Total Suicides (25 to 34),Total Suicides (35 to 44),Total Suicides (45 to 54),Total Suicides (55+),Suicides per 100k (18 to 24),Suicides per 100k (25 to 34),Suicides per 100k (35 to 44),Suicides per 100k (45 to 54),Suicides per 100k (55+)
1999,NV,1934718.0,33.0,74.0,77.0,81.0,139.0,1.7056749355720058,3.824846825222074,3.979908183001347,4.186656660040378,7.184509577106328
1999,NH,1222015.0,19.0,29.0,25.0,36.0,28.0,1.5548090653551716,2.37312962606842,2.0458014017831205,2.9459540185676936,2.291297569997095
1999,NJ,8359592.0,55.0,92.0,142.0,104.0,170.0,0.6579268461905796,1.100532179082424,1.698647493801133,1.244079854614914,2.03359207004361
1999,NM,1808082.0,50.0,54.0,69.0,68.0,77.0,2.7653613055160107,2.9865902099572916,3.816198601612095,3.7608913755017745,4.258656410494656
1999,NY,18882725.0,129.0,211.0,251.0,251.0,354.0,0.6831641089938025,1.1174234650983903,1.3292572973445305,1.3292572973445305,1.8747294153783418
1999,NC,7949362.0,105.0,164.0,192.0,199.0,224.0,1.3208607181305871,2.0630586454611075,2.4152881702959306,2.5033455515046366,2.817836198678586
1999,ND,644259.0,10.0,13.0,11.0,16.0,23.0,1.5521707884561955,2.017822024993054,1.7073878673018148,2.483473261529913,3.569992813449249
1999,OH,11335454.0,128.0,185.0,249.0,198.0,342.0,1.1292004713706218,1.6320475562778518,2.1966477919631626,1.7467319791514304,3.01708250944338
1999,OK,3437148.0,67.0,106.0,114.0,93.0,112.0,1.9492905164397927,3.0839521603375823,3.316703266778154,2.7057316123716526,3.258515490168011
1999,OR,3393941.0,44.0,68.0,102.0,112.0,152.0,1.2964279579403415,2.003570480453255,3.005355720679882,3.2999984383935965,4.478569309248452
1999,PA,12263805.0,133.0,218.0,309.0,256.0,368.0,1.084492129481837,1.7775886032108308,2.5196095339089295,2.0874434973484983,3.0007000274384663
1999,RI,1040402.0,10.0,19.0,29.0,16.0,22.0,0.9611669335506852,1.8262171737463018,2.787384107296987,1.5378670936810963,2.1145672538115075
1999,SC,3974682.0,51.0,61.0,96.0,87.0,123.0,1.28312151764594,1.5347139720863203,2.4152875626276518,2.188854353631309,3.0945871896166786
1999,SD,750413.0,22.0,14.0,16.0,30.0,21.0,2.931718933440652,1.865639321280415,2.1321592243204743,3.997798545600889,2.7984589819206223
1999,TN,5638706.0,63.0,153.0,173.0,150.0,187.0,1.1172776165311686,2.7133884972899813,3.0680798041252726,2.6601848012646876,3.316363718909977
1999,TX,20558220.0,235.0,364.0,457.0,427.0,522.0,1.1430950734061607,1.770581305190819,2.222955100198363,2.0770280695507686,2.5391303332681523
1999,UT,2203482.0,51.0,55.0,68.0,55.0,53.0,2.3145185665233483,2.4960494344859634,3.0860247553644644,2.4960494344859634,2.405284000504656
1999,VT,604683.0,,,17.0,,22.0,,,2.8113904310192286,,3.6382699695542953
1999,VA,7000174.0,72.0,150.0,172.0,169.0,228.0,1.0285458618600052,2.142803878875011,2.4570817811100123,2.4142257035325123,3.2570618958900166
1999,WA,5842564.0,100.0,134.0,173.0,174.0,235.0,1.7115773143434974,2.293513601220286,2.96102875381425,2.978144526957685,4.022206688707218
1999,WV,1811799.0,22.0,29.0,47.0,60.0,71.0,1.214262730026896,1.600619053217272,2.5941067414210957,3.31162562734608,3.918756992359528
1999,WI,5332666.0,87.0,94.0,122.0,131.0,159.0,1.6314541356987293,1.7627205604101215,2.2877862592556895,2.4565573767417646,2.981623075587333
1999,WY,491780.0,13.0,17.0,11.0,25.0,32.0,2.643458457033633,3.456830289967058,2.2367725405669203,5.083573955833909,6.506974663467405
2000,AL,4452173.0,56.0,98.0,141.0,108.0,180.0,1.2578127579498821,2.2011723264122938,3.1669928369809526,2.4257817474747725,4.0429695791246205
2000,AK,627963.0,35.0,24.0,32.0,36.0,10.0,5.573576787167397,3.8218812254862153,5.09584163398162,5.732821838229323,1.5924505106192561
2000,AZ,5160586.0,112.0,118.0,164.0,164.0,226.0,2.1702961640402854,2.286562029971015,3.177933668773275,3.177933668773275,4.379347616724147
2000,AR,2678588.0,39.0,66.0,72.0,59.0,113.0,1.4559909922690613,2.463984756147642,2.687983370342882,2.2026530395865285,4.21864056734369
2000,CA,33987977.0,255.0,482.0,617.0,637.0,978.0,0.7502653070525498,1.4181485411738393,1.8153478213781302,1.8741921591861732,2.8774881188133086
2000,CO,4326921.0,69.0,114.0,125.0,167.0,138.0,1.5946674321070342,2.634667931307274,2.888890275556221,3.8595574081431114,3.1893348642140684
