,Location,Year,Population
1004,CA,2019,39512223.0
1005,CO,2019,5758736.0
1006,CT,2019,3565287.0
1007,DE,2019,973764.0
1008,FL,2019,21477737.0
1009,GA,2019,10617423.0
1010,HI,2019,1415872.0
1011,ID,2019,1787065.0
1012,IL,2019,12671821.0
1013,IN,2019,6732219.0
1014,IA,2019,3155070.0
1015,KS,2019,2913314.0
1016,KY,2019,4467673.0
1017,LA,2019,4648794.0
1018,ME,2019,1344212.0
1019,MD,2019,6045680.0
1020,MA,2019,6892503.0
1021,MI,2019,9986857.0
1022,MN,2019,5639632.0
1023,MS,2019,2976149.0
1024,MO,2019,6137428.0
1025,MT,2019,1068778.0
1026,NE,2019,1934408.0
1027,NV,2019,3080156.0
1028,NH,2019,1359711.0
1029,NJ,2019,8882190.0
1030,NM,2019,2096829.0
1031,NY,2019,19453561.0
1032,NC,2019,10488084.0
1033,ND,2019,762062.0
1034,OH,2019,11689100.0
1035,OK,2019,3956971.0
1036,OR,2019,4217737.0
1037,PA,2019,12801989.0
1038,RI,2019,1059361.0
1039,SC,2019,5148714.0
1040,SD,2019,884659.0
1041,TN,2019,6829174.0
1042,TX,2019,28995881.0
1043,UT,2019,3205958.0
1044,VT,2019,623989.0
1045,VA,2019,8535519.0
1046,WA,2019,7614893.0
1047,WV,2019,1792147.0
1048,WI,2019,5822434.0
1049,WY,2019,578759.0
